Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0003566		g1591.t1				
OG0003567		g1594.t1				
OG0003568		g1597.t1				
OG0003569		g1598.t1				
OG0003570		g1602.t1				
OG0003571		g1604.t1				
OG0003572		g1617.t1				
OG0003573		g1621.t1				
OG0003574		g1628.t1				
OG0003575		g1638.t1				
OG0003576		g1646.t1				
OG0003577		g1654.t1				
OG0003578		g1656.t1				
OG0003579		g1657.t1				
OG0003580		g1664.t1				
OG0003581		g1668.t1				
OG0003582		g1669.t1				
OG0003583		g1671.t1				
OG0003584		g1676.t1				
OG0003585		g1688.t1				
OG0003586		g1689.t1				
OG0003587		g1695.t1				
OG0003588		g1696.t1				
OG0003589		g1697.t1				
OG0003590		g1698.t1				
OG0003591		g1702.t1				
OG0003592		g1705.t1				
OG0003593		g1706.t1				
OG0003594		g1707.t1				
OG0003595		g1708.t1				
OG0003596		g1709.t1				
OG0003597		g1710.t1				
OG0003598		g1711.t1				
OG0003599		g1712.t1				
OG0003600		g1713.t1				
OG0003601		g1714.t1				
OG0003602		g1715.t1				
OG0003603		g1716.t1				
OG0003604		g1720.t1				
OG0003605		g1727.t1				
OG0003606		g1729.t1				
OG0003607		g1732.t1				
OG0003608		g1736.t1				
OG0003609		g1748.t1				
OG0003610		g1749.t1				
OG0003611		g1751.t1				
OG0003612		g1757.t1				
OG0003613		g1762.t1				
OG0003614		g1763.t1				
OG0003615		g1764.t1				
OG0003616		g1765.t1				
OG0003617		g1766.t1				
OG0003618		g1768.t1				
OG0003619		g1778.t1				
OG0003620		g1779.t1				
OG0003621		g1780.t1				
OG0003622		g1793.t1				
OG0003623		g1794.t1				
OG0003624		g1796.t1				
OG0003625		g1798.t1				
OG0003626		g1799.t1				
OG0003627		g1800.t1				
OG0003628		g1802.t1				
OG0003629		g1803.t1				
OG0003630		g1804.t1				
OG0003631		g1805.t1				
OG0003632		g1806.t1				
OG0003633		g1807.t1				
OG0003634		g1810.t1				
OG0003635		g1811.t1				
OG0003636		g1820.t1				
OG0003637		g1825.t1				
OG0003638		g1826.t1				
OG0003639		g1827.t1				
OG0003640		g1828.t1				
OG0003641		g1831.t1				
OG0003642		g1832.t1				
OG0003643		g1833.t1				
OG0003644		g1834.t1				
OG0003645		g1835.t1				
OG0003646		g1838.t1				
OG0003647		g1840.t1				
OG0003648		g1845.t1				
OG0003649		g1846.t1				
OG0003650		g1850.t1				
OG0003651		g1851.t1				
OG0003652		g1852.t1				
OG0003653		g1853.t1				
OG0003654		g1856.t1				
OG0003655		g1857.t1				
OG0003656		g1858.t1				
OG0003657		g1860.t1				
OG0003658		g1861.t1				
OG0003659		g1870.t1				
OG0003660		g1875.t1				
OG0003661			g8.t1			
OG0003662			g21.t1			
OG0003663			g22.t1			
OG0003664			g23.t1			
OG0003665			g27.t1			
OG0003666			g28.t1			
OG0003667			g30.t1			
OG0003668			g36.t1			
OG0003669			g38.t1			
OG0003670			g45.t1			
OG0003671			g46.t1			
OG0003672			g47.t1			
OG0003673			g49.t1			
OG0003674			g56.t1			
OG0003675			g58.t1			
OG0003676			g59.t1			
OG0003677			g61.t1			
OG0003678			g69.t1			
OG0003679			g74.t1			
OG0003680			g75.t1			
OG0003681			g77.t1			
OG0003682			g78.t1			
OG0003683			g79.t1			
OG0003684			g84.t1			
OG0003685			g85.t1			
OG0003686			g87.t1			
OG0003687			g89.t1			
OG0003688			g97.t1			
OG0003689			g103.t1			
OG0003690			g104.t1			
OG0003691			g106.t1			
OG0003692			g109.t1			
OG0003693			g110.t1			
OG0003694			g114.t1			
OG0003695			g119.t1			
OG0003696			g120.t1			
OG0003697			g121.t1			
OG0003698			g122.t1			
OG0003699			g132.t1			
OG0003700			g137.t1			
OG0003701			g140.t1			
OG0003702			g141.t1			
OG0003703			g153.t1			
OG0003704			g155.t1			
OG0003705			g163.t1			
OG0003706			g180.t1			
OG0003707			g181.t1			
OG0003708			g183.t1			
OG0003709			g185.t1			
OG0003710			g186.t1			
OG0003711			g189.t1			
OG0003712			g194.t1			
OG0003713			g196.t1			
OG0003714			g199.t1			
OG0003715			g201.t1			
OG0003716			g202.t1			
OG0003717			g204.t1			
OG0003718			g208.t1			
OG0003719			g210.t1			
OG0003720			g211.t1			
OG0003721			g214.t1			
OG0003722			g217.t1			
OG0003723			g220.t1			
OG0003724			g225.t1			
OG0003725			g227.t1			
OG0003726			g228.t1			
OG0003727			g233.t1			
OG0003728			g235.t1			
OG0003729			g237.t1			
OG0003730			g238.t1			
OG0003731			g239.t1			
OG0003732			g242.t1			
OG0003733			g243.t1			
OG0003734			g249.t1			
OG0003735			g250.t1			
OG0003736			g251.t1			
OG0003737			g252.t1			
OG0003738			g253.t1			
OG0003739			g262.t1			
OG0003740			g264.t1			
OG0003741			g267.t1			
OG0003742			g268.t1			
OG0003743			g274.t1			
OG0003744			g275.t1			
OG0003745			g285.t1			
OG0003746			g292.t1			
OG0003747			g295.t1			
OG0003748			g298.t1			
OG0003749			g299.t1			
OG0003750			g306.t1			
OG0003751			g307.t1			
OG0003752			g308.t1			
OG0003753			g310.t1			
OG0003754			g312.t1			
OG0003755			g314.t1			
OG0003756			g317.t1			
OG0003757			g318.t1			
OG0003758			g324.t1			
OG0003759			g327.t1			
OG0003760			g328.t1			
OG0003761			g330.t1			
OG0003762			g331.t1			
OG0003763			g336.t1			
OG0003764			g337.t1			
OG0003765			g338.t1			
OG0003766			g341.t1			
OG0003767			g342.t1			
OG0003768			g345.t1			
OG0003769			g346.t1			
OG0003770			g356.t1			
OG0003771			g362.t1			
OG0003772			g363.t1			
OG0003773			g364.t1			
OG0003774			g366.t1			
OG0003775			g375.t1			
OG0003776			g376.t1			
OG0003777			g377.t1			
OG0003778			g379.t1			
OG0003779			g390.t1			
OG0003780			g391.t1			
OG0003781			g393.t1			
OG0003782			g396.t1			
OG0003783			g414.t1			
OG0003784			g415.t1			
OG0003785			g419.t1			
OG0003786			g423.t1			
OG0003787			g430.t1			
OG0003788			g436.t1			
OG0003789			g438.t1			
OG0003790			g439.t1			
OG0003791			g440.t1			
OG0003792			g441.t1			
OG0003793			g443.t1			
OG0003794			g444.t1			
OG0003795			g449.t1			
OG0003796			g450.t1			
OG0003797			g452.t1			
OG0003798			g454.t1			
OG0003799			g455.t1			
OG0003800			g456.t1			
OG0003801			g458.t1			
OG0003802			g466.t1			
OG0003803			g468.t1			
OG0003804			g470.t1			
OG0003805			g471.t1			
OG0003806			g473.t1			
OG0003807			g474.t1			
OG0003808			g476.t1			
OG0003809			g482.t1			
OG0003810			g488.t1			
OG0003811			g489.t1			
OG0003812			g491.t1			
OG0003813			g493.t1			
OG0003814			g494.t1			
OG0003815			g495.t1			
OG0003816			g504.t1			
OG0003817			g507.t1			
OG0003818			g509.t1			
OG0003819			g510.t1			
OG0003820			g514.t1			
OG0003821			g515.t1			
OG0003822			g524.t1			
OG0003823			g527.t1			
OG0003824			g532.t1			
OG0003825			g533.t1			
OG0003826			g535.t1			
OG0003827			g536.t1			
OG0003828			g545.t1			
OG0003829			g567.t1			
OG0003830			g568.t1			
OG0003831			g570.t1			
OG0003832			g575.t1			
OG0003833			g576.t1			
OG0003834			g577.t1			
OG0003835			g579.t1			
OG0003836			g595.t1			
OG0003837			g601.t1			
OG0003838			g604.t1			
OG0003839			g605.t1			
OG0003840			g606.t1			
OG0003841			g607.t1			
OG0003842			g610.t1			
OG0003843			g615.t1			
OG0003844			g616.t1			
OG0003845			g627.t1			
OG0003846			g642.t1			
OG0003847			g643.t1			
OG0003848			g651.t1			
OG0003849			g652.t1			
OG0003850			g664.t1			
OG0003851			g668.t1			
OG0003852			g671.t1			
OG0003853			g676.t1			
OG0003854			g679.t1			
OG0003855			g680.t1			
OG0003856			g681.t1			
OG0003857			g682.t1			
OG0003858			g685.t1			
OG0003859			g724.t1			
OG0003860			g730.t1			
OG0003861			g731.t1			
OG0003862			g735.t1			
OG0003863			g743.t1			
OG0003864			g750.t1			
OG0003865			g753.t1			
OG0003866			g755.t1			
OG0003867			g764.t1			
OG0003868			g769.t1			
OG0003869			g775.t1			
OG0003870			g776.t1			
OG0003871			g779.t1			
OG0003872			g788.t1			
OG0003873			g791.t1			
OG0003874			g792.t1			
OG0003875			g822.t1			
OG0003876			g826.t1			
OG0003877			g827.t1			
OG0003878			g828.t1			
OG0003879			g832.t1			
OG0003880			g837.t1			
OG0003881			g838.t1			
OG0003882			g852.t1			
OG0003883			g855.t1			
OG0003884			g870.t1			
OG0003885			g876.t1			
OG0003886			g886.t1			
OG0003887			g888.t1			
OG0003888			g889.t1			
OG0003889			g901.t1			
OG0003890			g906.t1			
OG0003891			g914.t1			
OG0003892			g916.t1			
OG0003893			g931.t1			
OG0003894			g947.t1			
OG0003895			g949.t1			
OG0003896			g950.t1			
OG0003897			g955.t1			
OG0003898			g957.t1			
OG0003899			g966.t1			
OG0003900			g975.t1			
OG0003901			g978.t1			
OG0003902			g984.t1			
OG0003903			g987.t1			
OG0003904			g992.t1			
OG0003905			g994.t1			
OG0003906			g1016.t1			
OG0003907			g1029.t1			
OG0003908			g1033.t1			
OG0003909			g1034.t1			
OG0003910			g1036.t1			
OG0003911			g1037.t1			
OG0003912			g1040.t1			
OG0003913			g1041.t1			
OG0003914			g1046.t1			
OG0003915			g1048.t1			
OG0003916			g1050.t1			
OG0003917			g1051.t1			
OG0003918			g1052.t1			
OG0003919			g1055.t1			
OG0003920			g1058.t1			
OG0003921			g1067.t1			
OG0003922			g1069.t1			
OG0003923			g1070.t1			
OG0003924			g1075.t1			
OG0003925			g1076.t1			
OG0003926			g1077.t1			
OG0003927			g1084.t1			
OG0003928			g1090.t1			
OG0003929			g1100.t1			
OG0003930			g1103.t1			
OG0003931			g1104.t1			
OG0003932			g1119.t1			
OG0003933			g1133.t1			
OG0003934			g1140.t1			
OG0003935			g1142.t1			
OG0003936			g1155.t1			
OG0003937			g1163.t1			
OG0003938			g1165.t1			
OG0003939			g1177.t1			
OG0003940			g1178.t1			
OG0003941			g1181.t1			
OG0003942			g1192.t1			
OG0003943			g1205.t1			
OG0003944			g1208.t1			
OG0003945			g1213.t1			
OG0003946			g1216.t1			
OG0003947			g1220.t1			
OG0003948			g1221.t1			
OG0003949			g1223.t1			
OG0003950			g1238.t1			
OG0003951			g1253.t1			
OG0003952			g1256.t1			
OG0003953			g1272.t1			
OG0003954			g1277.t1			
OG0003955			g1278.t1			
OG0003956			g1301.t1			
OG0003957			g1310.t1			
OG0003958			g1312.t1			
OG0003959			g1325.t1			
OG0003960			g1326.t1			
OG0003961			g1333.t1			
OG0003962			g1335.t1			
OG0003963			g1336.t1			
OG0003964			g1338.t1			
OG0003965			g1341.t1			
OG0003966			g1348.t1			
OG0003967			g1353.t1			
OG0003968			g1355.t1			
OG0003969			g1356.t1			
OG0003970			g1361.t1			
OG0003971			g1363.t1			
OG0003972			g1364.t1			
OG0003973			g1365.t1			
OG0003974			g1366.t1			
OG0003975			g1367.t1			
OG0003976			g1372.t1			
OG0003977			g1391.t1			
OG0003978			g1403.t1			
OG0003979			g1404.t1			
OG0003980			g1408.t1			
OG0003981			g1409.t1			
OG0003982			g1414.t1			
OG0003983			g1424.t1			
OG0003984			g1429.t1			
OG0003985			g1434.t1			
OG0003986			g1445.t1			
OG0003987			g1464.t1			
OG0003988			g1480.t1			
OG0003989			g1482.t1			
OG0003990			g1486.t1			
OG0003991			g1490.t1			
OG0003992			g1493.t1			
OG0003993			g1494.t1			
OG0003994			g1495.t1			
OG0003995			g1497.t1			
OG0003996			g1499.t1			
OG0003997			g1500.t1			
OG0003998			g1501.t1			
OG0003999			g1502.t1			
OG0004000			g1505.t1			
OG0004001			g1510.t1			
OG0004002			g1516.t1			
OG0004003			g1520.t1			
OG0004004			g1522.t1			
OG0004005			g1524.t1			
OG0004006			g1525.t1			
OG0004007			g1532.t1			
OG0004008			g1538.t1			
OG0004009			g1541.t1			
OG0004010			g1545.t1			
OG0004011			g1546.t1			
OG0004012			g1557.t1			
OG0004013			g1562.t1			
OG0004014			g1566.t1			
OG0004015			g1567.t1			
OG0004016			g1568.t1			
OG0004017			g1569.t1			
OG0004018			g1570.t1			
OG0004019			g1571.t1			
OG0004020			g1572.t1			
OG0004021			g1603.t1			
OG0004022			g1604.t1			
OG0004023			g1612.t1			
OG0004024			g1618.t1			
OG0004025			g1623.t1			
OG0004026			g1624.t1			
OG0004027			g1652.t1			
OG0004028			g1653.t1			
OG0004029			g1655.t1			
OG0004030			g1657.t1			
OG0004031			g1660.t1			
OG0004032			g1662.t1			
OG0004033			g1663.t1			
OG0004034			g1666.t1			
OG0004035			g1671.t1			
OG0004036			g1674.t1			
OG0004037			g1686.t1			
OG0004038			g1697.t1			
OG0004039			g1698.t1			
OG0004040			g1700.t1			
OG0004041			g1704.t1			
OG0004042			g1705.t1			
OG0004043			g1707.t1			
OG0004044			g1715.t1			
OG0004045			g1716.t1			
OG0004046			g1717.t1			
OG0004047			g1718.t1			
OG0004048			g1724.t1			
OG0004049			g1726.t1			
OG0004050			g1730.t1			
OG0004051			g1731.t1			
OG0004052			g1735.t1			
OG0004053			g1742.t1			
OG0004054			g1743.t1			
OG0004055			g1747.t1			
OG0004056			g1751.t1			
OG0004057			g1755.t1			
OG0004058			g1758.t1			
OG0004059			g1759.t1			
OG0004060			g1780.t1			
OG0004061			g1792.t1			
OG0004062			g1795.t1			
OG0004063			g1810.t1			
OG0004064			g1819.t1			
OG0004065			g1831.t1			
OG0004066			g1833.t1			
OG0004067			g1845.t1			
OG0004068			g1847.t1			
OG0004069			g1853.t1			
OG0004070			g1854.t1			
OG0004071			g1858.t1			
OG0004072			g1859.t1			
OG0004073			g1861.t1			
OG0004074			g1867.t1			
OG0004075			g1868.t1			
OG0004076			g1870.t1			
OG0004077			g1872.t1			
OG0004078			g1875.t1			
OG0004079			g1878.t1			
OG0004080			g1887.t1			
OG0004081			g1889.t1			
OG0004082			g1893.t1			
OG0004083			g1894.t1			
OG0004084			g1899.t1			
OG0004085			g1906.t1			
OG0004086			g1907.t1			
OG0004087			g1914.t1			
OG0004088			g1923.t1			
OG0004089			g1924.t1			
OG0004090			g1925.t1			
OG0004091			g1929.t1			
OG0004092			g1930.t1			
OG0004093			g1931.t1			
OG0004094			g1933.t1			
OG0004095			g1934.t1			
OG0004096			g1936.t1			
OG0004097			g1937.t1			
OG0004098			g1949.t1			
OG0004099			g1950.t1			
OG0004100			g1952.t1			
OG0004101			g1958.t1			
OG0004102			g1963.t1			
OG0004103			g1964.t1			
OG0004104			g1969.t1			
OG0004105			g1970.t1			
OG0004106			g1974.t1			
OG0004107			g1975.t1			
OG0004108			g1978.t1			
OG0004109			g1986.t1			
OG0004110			g1987.t1			
OG0004111			g1991.t1			
OG0004112			g1994.t1			
OG0004113			g1995.t1			
OG0004114			g1998.t1			
OG0004115			g2008.t1			
OG0004116			g2010.t1			
OG0004117			g2011.t1			
OG0004118			g2021.t1			
OG0004119			g2024.t1			
OG0004120			g2030.t1			
OG0004121			g2032.t1			
OG0004122			g2034.t1			
OG0004123			g2038.t1			
OG0004124			g2039.t1			
OG0004125			g2045.t1			
OG0004126			g2046.t1			
OG0004127			g2049.t1			
OG0004128			g2051.t1			
OG0004129			g2052.t1			
OG0004130			g2053.t1			
OG0004131			g2054.t1			
OG0004132			g2056.t1			
OG0004133			g2057.t1			
OG0004134			g2069.t1			
OG0004135			g2072.t1			
OG0004136			g2074.t1			
OG0004137			g2084.t1			
OG0004138			g2090.t1			
OG0004139			g2096.t1			
OG0004140			g2099.t1			
OG0004141			g2102.t1			
OG0004142			g2109.t1			
OG0004143			g2113.t1			
OG0004144			g2131.t1			
OG0004145			g2144.t1			
OG0004146			g2152.t1			
OG0004147			g2160.t1			
OG0004148			g2162.t1			
OG0004149			g2164.t1			
OG0004150			g2169.t1			
OG0004151			g2182.t1			
OG0004152			g2193.t1			
OG0004153			g2200.t1			
OG0004154			g2201.t1			
OG0004155			g2213.t1			
OG0004156			g2224.t1			
OG0004157			g2227.t1			
OG0004158			g2228.t1			
OG0004159			g2233.t1			
OG0004160			g2234.t1			
OG0004161			g2238.t1			
OG0004162			g2242.t1			
OG0004163			g2244.t1			
OG0004164			g2245.t1			
OG0004165			g2253.t1			
OG0004166			g2259.t1			
OG0004167			g2261.t1			
OG0004168			g2262.t1			
OG0004169			g2266.t1			
OG0004170			g2273.t1			
OG0004171			g2274.t1			
OG0004172			g2275.t1			
OG0004173			g2277.t1			
OG0004174			g2280.t1			
OG0004175			g2281.t1			
OG0004176			g2282.t1			
OG0004177			g2283.t1			
OG0004178			g2292.t1			
OG0004179			g2297.t1			
OG0004180			g2300.t1			
OG0004181			g2305.t1			
OG0004182			g2306.t1			
OG0004183			g2314.t1			
OG0004184			g2317.t1			
OG0004185			g2329.t1			
OG0004186			g2343.t1			
OG0004187			g2354.t1			
OG0004188			g2355.t1			
OG0004189			g2365.t1			
OG0004190			g2371.t1			
OG0004191			g2375.t1			
OG0004192			g2383.t1			
OG0004193			g2385.t1			
OG0004194			g2391.t1			
OG0004195			g2392.t1			
OG0004196			g2401.t1			
OG0004197			g2405.t1			
OG0004198			g2412.t1			
OG0004199			g2439.t1			
OG0004200			g2440.t1			
OG0004201			g2446.t1			
OG0004202			g2456.t1			
OG0004203			g2457.t1			
OG0004204			g2478.t1			
OG0004205			g2479.t1			
OG0004206			g2480.t1			
OG0004207			g2482.t1			
OG0004208			g2491.t1			
OG0004209			g2492.t1			
OG0004210			g2493.t1			
OG0004211			g2496.t1			
OG0004212			g2505.t1			
OG0004213			g2507.t1			
OG0004214			g2513.t1			
OG0004215			g2514.t1			
OG0004216			g2515.t1			
OG0004217			g2520.t1			
OG0004218			g2524.t1			
OG0004219			g2525.t1			
OG0004220			g2529.t1			
OG0004221			g2533.t1			
OG0004222			g2534.t1			
OG0004223			g2537.t1			
OG0004224			g2539.t1			
OG0004225			g2560.t1			
OG0004226			g2561.t1			
OG0004227			g2562.t1			
OG0004228			g2580.t1			
OG0004229			g2581.t1			
OG0004230			g2583.t1			
OG0004231			g2584.t1			
OG0004232			g2589.t1			
OG0004233			g2592.t1			
OG0004234			g2593.t1			
OG0004235			g2594.t1			
OG0004236			g2597.t1			
OG0004237			g2599.t1			
OG0004238			g2601.t1			
OG0004239			g2602.t1			
OG0004240			g2604.t1			
OG0004241			g2607.t1			
