Orthogroup	Neisseria_gonorrhoeae	Salmonella_enterica
OG0001365		g1821.t1
OG0001366		g1825.t1
OG0001367		g1827.t1
OG0001368		g1829.t1
OG0001369		g1831.t1
OG0001370		g1832.t1
OG0001371		g1833.t1
OG0001372		g1835.t1
OG0001373		g1836.t1
OG0001374		g1838.t1
OG0001375		g1839.t1
OG0001376		g1840.t1
OG0001377		g1841.t1
OG0001378		g1843.t1
OG0001379		g1844.t1
OG0001380		g1845.t1
OG0001381		g1846.t1
OG0001382		g1848.t1
OG0001383		g1853.t1
OG0001384		g1854.t1
OG0001385		g1855.t1
OG0001386		g1857.t1
OG0001387		g1858.t1
OG0001388		g1860.t1
OG0001389		g1861.t1
OG0001390		g1862.t1
OG0001391		g1863.t1
OG0001392		g1864.t1
OG0001393		g1869.t1
OG0001394		g1870.t1
OG0001395		g1873.t1
OG0001396		g1875.t1
OG0001397		g1880.t1
OG0001398		g1881.t1
OG0001399		g1882.t1
OG0001400		g1885.t1
OG0001401		g1886.t1
OG0001402		g1887.t1
OG0001403		g1888.t1
OG0001404		g1889.t1
OG0001405		g1890.t1
OG0001406		g1892.t1
OG0001407		g1895.t1
OG0001408		g1896.t1
OG0001409		g1897.t1
OG0001410		g1898.t1
OG0001411		g1899.t1
OG0001412		g1904.t1
OG0001413		g1906.t1
OG0001414		g1911.t1
OG0001415		g1912.t1
OG0001416		g1914.t1
OG0001417		g1922.t1
OG0001418		g1923.t1
OG0001419		g1924.t1
OG0001420		g1925.t1
OG0001421		g1927.t1
OG0001422		g1930.t1
OG0001423		g1931.t1
OG0001424		g1934.t1
OG0001425		g1935.t1
OG0001426		g1936.t1
OG0001427		g1939.t1
OG0001428		g1942.t1
OG0001429		g1949.t1
OG0001430		g1950.t1
OG0001431		g1955.t1
OG0001432		g1957.t1
OG0001433		g1960.t1
OG0001434		g1962.t1
OG0001435		g1963.t1
OG0001436		g1968.t1
OG0001437		g1972.t1
OG0001438		g1973.t1
OG0001439		g1978.t1
OG0001440		g1979.t1
OG0001441		g1981.t1
OG0001442		g1982.t1
OG0001443		g1985.t1
OG0001444		g1993.t1
OG0001445		g1994.t1
OG0001446		g1995.t1
OG0001447		g1997.t1
OG0001448		g1998.t1
OG0001449		g1999.t1
OG0001450		g2004.t1
OG0001451		g2005.t1
OG0001452		g2006.t1
OG0001453		g2007.t1
OG0001454		g2010.t1
OG0001455		g2011.t1
OG0001456		g2016.t1
OG0001457		g2018.t1
OG0001458		g2020.t1
OG0001459		g2026.t1
OG0001460		g2028.t1
OG0001461		g2036.t1
OG0001462		g2041.t1
OG0001463		g2043.t1
OG0001464		g2050.t1
OG0001465		g2051.t1
OG0001466		g2052.t1
OG0001467		g2053.t1
OG0001468		g2060.t1
OG0001469		g2061.t1
OG0001470		g2065.t1
OG0001471		g2066.t1
OG0001472		g2068.t1
OG0001473		g2076.t1
OG0001474		g2080.t1
OG0001475		g2081.t1
OG0001476		g2082.t1
OG0001477		g2083.t1
OG0001478		g2086.t1
OG0001479		g2087.t1
OG0001480		g2089.t1
OG0001481		g2091.t1
OG0001482		g2092.t1
OG0001483		g2105.t1
OG0001484		g2106.t1
OG0001485		g2109.t1
OG0001486		g2110.t1
OG0001487		g2112.t1
OG0001488		g2114.t1
OG0001489		g2132.t1
OG0001490		g2138.t1
OG0001491		g2139.t1
OG0001492		g2141.t1
OG0001493		g2145.t1
OG0001494		g2146.t1
OG0001495		g2147.t1
OG0001496		g2148.t1
OG0001497		g2152.t1
OG0001498		g2156.t1
OG0001499		g2159.t1
OG0001500		g2163.t1
OG0001501		g2164.t1
OG0001502		g2169.t1
OG0001503		g2172.t1
OG0001504		g2175.t1
OG0001505		g2178.t1
OG0001506		g2179.t1
OG0001507		g2182.t1
OG0001508		g2190.t1
OG0001509		g2201.t1
OG0001510		g2206.t1
OG0001511		g2207.t1
OG0001512		g2208.t1
OG0001513		g2209.t1
OG0001514		g2211.t1
OG0001515		g2212.t1
OG0001516		g2214.t1
OG0001517		g2216.t1
OG0001518		g2218.t1
OG0001519		g2219.t1
OG0001520		g2221.t1
OG0001521		g2222.t1
OG0001522		g2223.t1
OG0001523		g2224.t1
OG0001524		g2225.t1
OG0001525		g2226.t1
OG0001526		g2229.t1
OG0001527		g2232.t1
OG0001528		g2233.t1
OG0001529		g2234.t1
OG0001530		g2235.t1
OG0001531		g2236.t1
OG0001532		g2239.t1
OG0001533		g2241.t1
OG0001534		g2244.t1
OG0001535		g2245.t1
OG0001536		g2248.t1
OG0001537		g2249.t1
OG0001538		g2250.t1
OG0001539		g2256.t1
OG0001540		g2258.t1
OG0001541		g2261.t1
OG0001542		g2262.t1
OG0001543		g2264.t1
OG0001544		g2265.t1
OG0001545		g2270.t1
OG0001546		g2274.t1
OG0001547		g2275.t1
OG0001548		g2282.t1
OG0001549		g2283.t1
OG0001550		g2284.t1
OG0001551		g2285.t1
OG0001552		g2287.t1
OG0001553		g2288.t1
OG0001554		g2289.t1
OG0001555		g2293.t1
OG0001556		g2294.t1
OG0001557		g2295.t1
OG0001558		g2296.t1
OG0001559		g2303.t1
OG0001560		g2304.t1
OG0001561		g2310.t1
OG0001562		g2316.t1
OG0001563		g2318.t1
OG0001564		g2319.t1
OG0001565		g2320.t1
OG0001566		g2321.t1
OG0001567		g2322.t1
OG0001568		g2324.t1
OG0001569		g2329.t1
OG0001570		g2332.t1
OG0001571		g2333.t1
OG0001572		g2335.t1
OG0001573		g2338.t1
OG0001574		g2339.t1
OG0001575		g2342.t1
OG0001576		g2348.t1
OG0001577		g2350.t1
OG0001578		g2351.t1
OG0001579		g2352.t1
OG0001580		g2353.t1
OG0001581		g2354.t1
OG0001582		g2356.t1
OG0001583		g2362.t1
OG0001584		g2363.t1
OG0001585		g2364.t1
OG0001586		g2365.t1
OG0001587		g2366.t1
OG0001588		g2367.t1
OG0001589		g2368.t1
OG0001590		g2370.t1
OG0001591		g2372.t1
OG0001592		g2375.t1
OG0001593		g2377.t1
OG0001594		g2378.t1
OG0001595		g2382.t1
OG0001596		g2383.t1
OG0001597		g2385.t1
OG0001598		g2393.t1
OG0001599		g2395.t1
OG0001600		g2398.t1
OG0001601		g2406.t1
OG0001602		g2407.t1
OG0001603		g2408.t1
OG0001604		g2410.t1
OG0001605		g2411.t1
OG0001606		g2427.t1
OG0001607		g2429.t1
OG0001608		g2430.t1
OG0001609		g2431.t1
OG0001610		g2432.t1
OG0001611		g2435.t1
OG0001612		g2437.t1
OG0001613		g2438.t1
OG0001614		g2443.t1
OG0001615		g2445.t1
OG0001616		g2452.t1
OG0001617		g2460.t1
OG0001618		g2461.t1
OG0001619		g2462.t1
OG0001620		g2470.t1
OG0001621		g2473.t1
OG0001622		g2476.t1
OG0001623		g2478.t1
OG0001624		g2481.t1
OG0001625		g2483.t1
OG0001626		g2485.t1
OG0001627		g2486.t1
OG0001628		g2487.t1
OG0001629		g2489.t1
OG0001630		g2491.t1
OG0001631		g2492.t1
OG0001632		g2493.t1
OG0001633		g2494.t1
OG0001634		g2496.t1
OG0001635		g2498.t1
OG0001636		g2499.t1
OG0001637		g2500.t1
OG0001638		g2502.t1
OG0001639		g2503.t1
OG0001640		g2504.t1
OG0001641		g2505.t1
OG0001642		g2513.t1
OG0001643		g2524.t1
OG0001644		g2525.t1
OG0001645		g2526.t1
OG0001646		g2527.t1
OG0001647		g2529.t1
OG0001648		g2530.t1
OG0001649		g2531.t1
OG0001650		g2532.t1
OG0001651		g2533.t1
OG0001652		g2534.t1
OG0001653		g2535.t1
OG0001654		g2536.t1
OG0001655		g2537.t1
OG0001656		g2539.t1
OG0001657		g2540.t1
OG0001658		g2543.t1
OG0001659		g2544.t1
OG0001660		g2546.t1
OG0001661		g2547.t1
OG0001662		g2548.t1
OG0001663		g2552.t1
OG0001664		g2553.t1
OG0001665		g2554.t1
OG0001666		g2555.t1
OG0001667		g2562.t1
OG0001668		g2563.t1
OG0001669		g2569.t1
OG0001670		g2570.t1
OG0001671		g2574.t1
OG0001672		g2577.t1
OG0001673		g2579.t1
OG0001674		g2581.t1
OG0001675		g2582.t1
OG0001676		g2585.t1
OG0001677		g2586.t1
OG0001678		g2587.t1
OG0001679		g2588.t1
OG0001680		g2589.t1
OG0001681		g2594.t1
OG0001682		g2595.t1
OG0001683		g2596.t1
OG0001684		g2597.t1
OG0001685		g2599.t1
OG0001686		g2600.t1
OG0001687		g2603.t1
OG0001688		g2605.t1
OG0001689		g2610.t1
OG0001690		g2615.t1
OG0001691		g2616.t1
OG0001692		g2617.t1
OG0001693		g2618.t1
OG0001694		g2620.t1
OG0001695		g2621.t1
OG0001696		g2622.t1
OG0001697		g2623.t1
OG0001698		g2625.t1
OG0001699		g2630.t1
OG0001700		g2638.t1
OG0001701		g2640.t1
OG0001702		g2647.t1
OG0001703		g2649.t1
OG0001704		g2651.t1
OG0001705		g2654.t1
OG0001706		g2659.t1
OG0001707		g2662.t1
OG0001708		g2663.t1
OG0001709		g2665.t1
OG0001710		g2666.t1
OG0001711		g2667.t1
OG0001712		g2670.t1
OG0001713		g2671.t1
OG0001714		g2672.t1
OG0001715		g2673.t1
OG0001716		g2675.t1
OG0001717		g2676.t1
OG0001718		g2677.t1
OG0001719		g2678.t1
OG0001720		g2685.t1
OG0001721		g2686.t1
OG0001722		g2688.t1
OG0001723		g2690.t1
OG0001724		g2692.t1
OG0001725		g2693.t1
OG0001726		g2695.t1
OG0001727		g2697.t1
