Orthogroup	Mycobacterium_leprae	Salmonella_enterica
OG0001252	g189.t1	
OG0001253	g191.t1	
OG0001254	g201.t1	
OG0001255	g204.t1	
OG0001256	g206.t1	
OG0001257	g208.t1	
OG0001258	g209.t1	
OG0001259	g211.t1	
OG0001260	g212.t1	
OG0001261	g213.t1	
OG0001262	g214.t1	
OG0001263	g215.t1	
OG0001264	g216.t1	
OG0001265	g220.t1	
OG0001266	g221.t1	
OG0001267	g222.t1	
OG0001268	g223.t1	
OG0001269	g225.t1	
OG0001270	g227.t1	
OG0001271	g228.t1	
OG0001272	g231.t1	
OG0001273	g237.t1	
OG0001274	g240.t1	
OG0001275	g241.t1	
OG0001276	g242.t1	
OG0001277	g243.t1	
OG0001278	g244.t1	
OG0001279	g250.t1	
OG0001280	g251.t1	
OG0001281	g256.t1	
OG0001282	g261.t1	
OG0001283	g264.t1	
OG0001284	g265.t1	
OG0001285	g267.t1	
OG0001286	g268.t1	
OG0001287	g270.t1	
OG0001288	g271.t1	
OG0001289	g275.t1	
OG0001290	g276.t1	
OG0001291	g277.t1	
OG0001292	g281.t1	
OG0001293	g288.t1	
OG0001294	g290.t1	
OG0001295	g292.t1	
OG0001296	g293.t1	
OG0001297	g294.t1	
OG0001298	g296.t1	
OG0001299	g297.t1	
OG0001300	g301.t1	
OG0001301	g302.t1	
OG0001302	g306.t1	
OG0001303	g308.t1	
OG0001304	g309.t1	
OG0001305	g311.t1	
OG0001306	g312.t1	
OG0001307	g315.t1	
OG0001308	g317.t1	
OG0001309	g318.t1	
OG0001310	g319.t1	
OG0001311	g322.t1	
OG0001312	g324.t1	
OG0001313	g326.t1	
OG0001314	g328.t1	
OG0001315	g330.t1	
OG0001316	g335.t1	
OG0001317	g337.t1	
OG0001318	g340.t1	
OG0001319	g342.t1	
OG0001320	g345.t1	
OG0001321	g349.t1	
OG0001322	g352.t1	
OG0001323	g356.t1	
OG0001324	g361.t1	
OG0001325	g362.t1	
OG0001326	g363.t1	
OG0001327	g364.t1	
OG0001328	g366.t1	
OG0001329	g367.t1	
OG0001330	g369.t1	
OG0001331	g370.t1	
OG0001332	g379.t1	
OG0001333	g380.t1	
OG0001334	g385.t1	
OG0001335	g386.t1	
OG0001336	g391.t1	
OG0001337	g392.t1	
OG0001338	g394.t1	
OG0001339	g395.t1	
OG0001340	g397.t1	
OG0001341	g401.t1	
OG0001342	g403.t1	
OG0001343	g404.t1	
OG0001344	g407.t1	
OG0001345	g412.t1	
OG0001346	g416.t1	
OG0001347	g417.t1	
OG0001348	g418.t1	
OG0001349	g419.t1	
OG0001350	g420.t1	
OG0001351	g421.t1	
OG0001352	g426.t1	
OG0001353	g427.t1	
OG0001354	g428.t1	
OG0001355	g429.t1	
OG0001356	g431.t1	
OG0001357	g432.t1	
OG0001358	g433.t1	
OG0001359	g438.t1	
OG0001360	g439.t1	
OG0001361	g442.t1	
OG0001362	g449.t1	
OG0001363	g450.t1	
OG0001364	g451.t1	
OG0001365	g452.t1	
OG0001366	g454.t1	
OG0001367	g455.t1	
OG0001368	g457.t1	
OG0001369	g458.t1	
OG0001370	g460.t1	
OG0001371	g461.t1	
OG0001372	g462.t1	
OG0001373	g464.t1	
OG0001374	g465.t1	
OG0001375	g467.t1	
OG0001376	g468.t1	
OG0001377	g469.t1	
OG0001378	g470.t1	
OG0001379	g471.t1	
OG0001380	g477.t1	
OG0001381	g478.t1	
OG0001382	g480.t1	
OG0001383	g481.t1	
OG0001384	g482.t1	
OG0001385	g484.t1	
OG0001386	g487.t1	
OG0001387	g488.t1	
OG0001388	g490.t1	
OG0001389	g491.t1	
OG0001390	g492.t1	
OG0001391	g493.t1	
OG0001392	g494.t1	
OG0001393	g495.t1	
OG0001394	g496.t1	
OG0001395	g499.t1	
OG0001396	g503.t1	
OG0001397	g508.t1	
OG0001398	g509.t1	
OG0001399	g510.t1	
OG0001400	g511.t1	
OG0001401	g512.t1	
OG0001402	g513.t1	
OG0001403	g515.t1	
OG0001404	g516.t1	
OG0001405	g520.t1	
OG0001406	g521.t1	
OG0001407	g522.t1	
OG0001408	g524.t1	
OG0001409	g525.t1	
OG0001410	g526.t1	
OG0001411	g527.t1	
OG0001412	g528.t1	
OG0001413	g531.t1	
OG0001414	g534.t1	
OG0001415	g535.t1	
OG0001416	g536.t1	
OG0001417	g537.t1	
OG0001418	g539.t1	
OG0001419	g541.t1	
OG0001420	g542.t1	
OG0001421	g543.t1	
OG0001422	g544.t1	
OG0001423	g545.t1	
OG0001424	g547.t1	
OG0001425	g548.t1	
OG0001426	g549.t1	
OG0001427	g550.t1	
OG0001428	g551.t1	
OG0001429	g553.t1	
OG0001430	g555.t1	
OG0001431	g556.t1	
OG0001432	g557.t1	
OG0001433	g563.t1	
OG0001434	g567.t1	
OG0001435	g568.t1	
OG0001436	g569.t1	
OG0001437	g570.t1	
OG0001438	g571.t1	
OG0001439	g572.t1	
OG0001440	g573.t1	
OG0001441	g574.t1	
OG0001442	g576.t1	
OG0001443	g577.t1	
OG0001444	g578.t1	
OG0001445	g581.t1	
OG0001446	g583.t1	
OG0001447	g584.t1	
OG0001448	g585.t1	
OG0001449	g586.t1	
OG0001450	g588.t1	
OG0001451	g589.t1	
OG0001452	g591.t1	
OG0001453	g593.t1	
OG0001454	g594.t1	
OG0001455	g595.t1	
OG0001456	g596.t1	
OG0001457	g599.t1	
OG0001458	g600.t1	
OG0001459	g603.t1	
OG0001460	g606.t1	
OG0001461	g607.t1	
OG0001462	g611.t1	
OG0001463	g612.t1	
OG0001464	g613.t1	
OG0001465	g619.t1	
OG0001466	g621.t1	
OG0001467	g623.t1	
OG0001468	g624.t1	
OG0001469	g626.t1	
OG0001470	g628.t1	
OG0001471	g630.t1	
OG0001472	g631.t1	
OG0001473	g632.t1	
OG0001474	g633.t1	
OG0001475	g634.t1	
OG0001476	g635.t1	
OG0001477	g638.t1	
OG0001478	g639.t1	
OG0001479	g641.t1	
OG0001480	g644.t1	
OG0001481	g646.t1	
OG0001482	g648.t1	
OG0001483	g650.t1	
OG0001484	g651.t1	
OG0001485	g652.t1	
OG0001486	g654.t1	
OG0001487	g655.t1	
OG0001488	g656.t1	
OG0001489	g657.t1	
OG0001490	g662.t1	
OG0001491	g663.t1	
OG0001492	g673.t1	
OG0001493	g674.t1	
OG0001494	g676.t1	
OG0001495	g679.t1	
OG0001496	g680.t1	
OG0001497	g682.t1	
OG0001498	g683.t1	
OG0001499	g684.t1	
OG0001500	g685.t1	
OG0001501	g687.t1	
OG0001502	g688.t1	
OG0001503	g691.t1	
OG0001504	g694.t1	
OG0001505	g697.t1	
OG0001506	g698.t1	
OG0001507	g700.t1	
OG0001508	g702.t1	
OG0001509	g703.t1	
OG0001510	g704.t1	
OG0001511	g705.t1	
OG0001512	g706.t1	
OG0001513	g709.t1	
OG0001514	g722.t1	
OG0001515	g723.t1	
OG0001516	g725.t1	
OG0001517	g727.t1	
OG0001518	g728.t1	
OG0001519	g729.t1	
OG0001520	g730.t1	
OG0001521	g731.t1	
OG0001522	g732.t1	
OG0001523	g733.t1	
OG0001524	g735.t1	
OG0001525	g736.t1	
OG0001526	g738.t1	
OG0001527	g739.t1	
OG0001528	g740.t1	
OG0001529	g741.t1	
OG0001530	g743.t1	
OG0001531	g744.t1	
OG0001532	g745.t1	
OG0001533	g747.t1	
OG0001534	g748.t1	
OG0001535	g749.t1	
OG0001536	g750.t1	
OG0001537	g752.t1	
OG0001538	g753.t1	
OG0001539	g754.t1	
OG0001540	g755.t1	
OG0001541	g756.t1	
OG0001542	g757.t1	
OG0001543	g761.t1	
OG0001544	g762.t1	
OG0001545	g763.t1	
OG0001546	g764.t1	
OG0001547	g766.t1	
OG0001548	g768.t1	
OG0001549	g770.t1	
OG0001550	g771.t1	
OG0001551	g772.t1	
OG0001552	g776.t1	
OG0001553	g777.t1	
OG0001554	g779.t1	
OG0001555	g781.t1	
OG0001556	g783.t1	
OG0001557	g785.t1	
OG0001558	g787.t1	
OG0001559	g788.t1	
OG0001560	g792.t1	
OG0001561	g793.t1	
OG0001562	g794.t1	
OG0001563	g796.t1	
OG0001564	g797.t1	
OG0001565	g799.t1	
OG0001566	g802.t1	
OG0001567	g804.t1	
OG0001568	g805.t1	
OG0001569	g806.t1	
OG0001570	g807.t1	
OG0001571	g808.t1	
OG0001572	g809.t1	
OG0001573	g811.t1	
OG0001574	g812.t1	
OG0001575	g814.t1	
OG0001576	g815.t1	
OG0001577	g816.t1	
OG0001578	g817.t1	
OG0001579	g819.t1	
OG0001580	g821.t1	
OG0001581	g825.t1	
OG0001582	g826.t1	
OG0001583	g828.t1	
OG0001584	g831.t1	
OG0001585	g832.t1	
OG0001586	g838.t1	
OG0001587	g840.t1	
OG0001588	g843.t1	
OG0001589	g844.t1	
OG0001590	g845.t1	
OG0001591	g846.t1	
OG0001592	g847.t1	
OG0001593	g848.t1	
OG0001594	g850.t1	
OG0001595	g851.t1	
OG0001596	g856.t1	
OG0001597	g857.t1	
OG0001598	g858.t1	
OG0001599	g859.t1	
OG0001600	g861.t1	
OG0001601	g862.t1	
OG0001602	g863.t1	
OG0001603	g864.t1	
OG0001604	g865.t1	
OG0001605	g866.t1	
OG0001606	g867.t1	
OG0001607	g875.t1	
OG0001608	g883.t1	
OG0001609	g885.t1	
OG0001610	g886.t1	
OG0001611	g892.t1	
OG0001612	g897.t1	
OG0001613	g898.t1	
OG0001614	g901.t1	
OG0001615	g903.t1	
OG0001616	g904.t1	
OG0001617	g905.t1	
OG0001618	g906.t1	
OG0001619	g907.t1	
OG0001620	g908.t1	
OG0001621	g909.t1	
OG0001622	g911.t1	
OG0001623	g912.t1	
OG0001624	g913.t1	
OG0001625	g918.t1	
OG0001626	g919.t1	
OG0001627	g920.t1	
OG0001628	g921.t1	
OG0001629	g922.t1	
OG0001630	g923.t1	
OG0001631	g925.t1	
OG0001632	g926.t1	
OG0001633	g927.t1	
OG0001634	g928.t1	
OG0001635	g929.t1	
OG0001636	g930.t1	
OG0001637	g932.t1	
OG0001638	g936.t1	
OG0001639	g938.t1	
OG0001640	g942.t1	
OG0001641	g943.t1	
OG0001642	g945.t1	
OG0001643	g946.t1	
OG0001644	g948.t1	
OG0001645	g949.t1	
OG0001646	g950.t1	
OG0001647	g951.t1	
OG0001648	g956.t1	
OG0001649	g958.t1	
OG0001650	g959.t1	
OG0001651	g960.t1	
OG0001652	g964.t1	
OG0001653	g966.t1	
OG0001654	g968.t1	
OG0001655	g969.t1	
OG0001656	g971.t1	
OG0001657	g972.t1	
OG0001658	g978.t1	
OG0001659	g979.t1	
OG0001660	g980.t1	
OG0001661	g981.t1	
OG0001662	g987.t1	
OG0001663	g990.t1	
OG0001664	g993.t1	
OG0001665	g998.t1	
OG0001666	g999.t1	
OG0001667	g1002.t1	
OG0001668	g1003.t1	
OG0001669	g1004.t1	
OG0001670	g1006.t1	
OG0001671	g1007.t1	
OG0001672	g1009.t1	
OG0001673	g1010.t1	
OG0001674	g1013.t1	
OG0001675	g1014.t1	
OG0001676	g1016.t1	
OG0001677	g1017.t1	
OG0001678	g1018.t1	
OG0001679	g1019.t1	
OG0001680	g1020.t1	
OG0001681	g1025.t1	
OG0001682	g1026.t1	
OG0001683	g1027.t1	
OG0001684	g1028.t1	
OG0001685	g1031.t1	
OG0001686	g1032.t1	
OG0001687	g1033.t1	
OG0001688	g1034.t1	
OG0001689	g1035.t1	
OG0001690	g1036.t1	
OG0001691	g1038.t1	
OG0001692	g1040.t1	
OG0001693	g1042.t1	
OG0001694	g1044.t1	
OG0001695	g1046.t1	
OG0001696	g1047.t1	
OG0001697	g1048.t1	
OG0001698	g1049.t1	
OG0001699	g1050.t1	
OG0001700	g1051.t1	
OG0001701	g1055.t1	
OG0001702	g1058.t1	
OG0001703	g1059.t1	
OG0001704	g1061.t1	
OG0001705	g1065.t1	
OG0001706	g1066.t1	
OG0001707	g1068.t1	
OG0001708	g1069.t1	
OG0001709	g1071.t1	
OG0001710	g1072.t1	
OG0001711	g1076.t1	
OG0001712	g1077.t1	
OG0001713	g1078.t1	
OG0001714	g1080.t1	
OG0001715	g1081.t1	
OG0001716	g1082.t1	
OG0001717	g1083.t1	
OG0001718	g1087.t1	
OG0001719	g1088.t1	
OG0001720	g1089.t1	
OG0001721	g1093.t1	
OG0001722	g1094.t1	
OG0001723	g1095.t1	
OG0001724	g1101.t1	
OG0001725	g1105.t1	
OG0001726	g1107.t1	
OG0001727	g1114.t1	
OG0001728	g1116.t1	
OG0001729	g1118.t1	
OG0001730	g1119.t1	
OG0001731	g1124.t1	
OG0001732	g1125.t1	
OG0001733	g1126.t1	
OG0001734	g1127.t1	
OG0001735	g1128.t1	
OG0001736	g1129.t1	
OG0001737	g1130.t1	
OG0001738	g1131.t1	
OG0001739	g1140.t1	
OG0001740	g1143.t1	
OG0001741	g1144.t1	
OG0001742	g1145.t1	
OG0001743	g1146.t1	
OG0001744	g1148.t1	
OG0001745	g1151.t1	
OG0001746	g1152.t1	
OG0001747	g1156.t1	
OG0001748	g1158.t1	
OG0001749	g1159.t1	
OG0001750	g1166.t1	
OG0001751	g1169.t1	
OG0001752	g1170.t1	
OG0001753	g1171.t1	
OG0001754	g1173.t1	
OG0001755	g1174.t1	
OG0001756	g1177.t1	
OG0001757	g1178.t1	
OG0001758	g1179.t1	
OG0001759	g1184.t1	
OG0001760	g1185.t1	
OG0001761	g1186.t1	
OG0001762	g1187.t1	
OG0001763	g1190.t1	
OG0001764	g1191.t1	
OG0001765	g1193.t1	
OG0001766	g1195.t1	
OG0001767	g1197.t1	
OG0001768	g1199.t1	
OG0001769	g1200.t1	
OG0001770	g1201.t1	
OG0001771	g1203.t1	
OG0001772	g1205.t1	
OG0001773	g1206.t1	
OG0001774	g1210.t1	
OG0001775	g1211.t1	
OG0001776	g1212.t1	
OG0001777	g1213.t1	
OG0001778	g1214.t1	
OG0001779	g1216.t1	
OG0001780	g1217.t1	
OG0001781	g1218.t1	
OG0001782	g1221.t1	
OG0001783	g1224.t1	
OG0001784	g1229.t1	
OG0001785	g1230.t1	
OG0001786	g1236.t1	
OG0001787	g1238.t1	
OG0001788	g1239.t1	
OG0001789	g1240.t1	
OG0001790	g1242.t1	
OG0001791	g1246.t1	
OG0001792	g1250.t1	
OG0001793	g1251.t1	
OG0001794	g1256.t1	
OG0001795	g1257.t1	
OG0001796	g1262.t1	
OG0001797	g1263.t1	
OG0001798	g1264.t1	
OG0001799	g1265.t1	
OG0001800	g1266.t1	
OG0001801	g1270.t1	
OG0001802	g1273.t1	
OG0001803	g1275.t1	
OG0001804	g1278.t1	
OG0001805	g1279.t1	
OG0001806	g1280.t1	
OG0001807	g1281.t1	
OG0001808	g1282.t1	
OG0001809	g1283.t1	
OG0001810	g1284.t1	
OG0001811	g1286.t1	
OG0001812	g1289.t1	
OG0001813	g1294.t1	
OG0001814	g1295.t1	
OG0001815	g1296.t1	
OG0001816	g1297.t1	
OG0001817	g1298.t1	
OG0001818	g1299.t1	
OG0001819	g1300.t1	
OG0001820	g1301.t1	
OG0001821	g1315.t1	
OG0001822	g1316.t1	
OG0001823	g1318.t1	
OG0001824	g1319.t1	
OG0001825	g1320.t1	
OG0001826	g1322.t1	
OG0001827	g1324.t1	
OG0001828	g1325.t1	
OG0001829	g1328.t1	
OG0001830	g1331.t1	
OG0001831	g1337.t1	
OG0001832	g1340.t1	
OG0001833	g1343.t1	
OG0001834	g1344.t1	
OG0001835	g1348.t1	
OG0001836	g1349.t1	
OG0001837	g1350.t1	
OG0001838	g1351.t1	
OG0001839	g1354.t1	
OG0001840	g1355.t1	
OG0001841	g1357.t1	
OG0001842	g1363.t1	
OG0001843	g1365.t1	
OG0001844	g1366.t1	
OG0001845	g1367.t1	
OG0001846	g1370.t1	
OG0001847	g1371.t1	
OG0001848	g1372.t1	
OG0001849	g1373.t1	
OG0001850	g1376.t1	
OG0001851	g1379.t1	
OG0001852	g1386.t1	
OG0001853	g1387.t1	
OG0001854	g1388.t1	
OG0001855	g1390.t1	
OG0001856	g1391.t1	
OG0001857	g1396.t1	
OG0001858	g1398.t1	
OG0001859	g1399.t1	
OG0001860	g1403.t1	
OG0001861	g1404.t1	
OG0001862	g1405.t1	
OG0001863	g1406.t1	
OG0001864	g1407.t1	
OG0001865	g1411.t1	
OG0001866	g1412.t1	
OG0001867	g1413.t1	
OG0001868	g1415.t1	
OG0001869	g1416.t1	
OG0001870	g1417.t1	
OG0001871	g1418.t1	
OG0001872	g1419.t1	
OG0001873	g1424.t1	
OG0001874	g1425.t1	
OG0001875	g1426.t1	
OG0001876	g1428.t1	
OG0001877	g1429.t1	
OG0001878	g1430.t1	
OG0001879	g1432.t1	
OG0001880	g1433.t1	
OG0001881	g1434.t1	
OG0001882	g1438.t1	
OG0001883	g1439.t1	
OG0001884	g1440.t1	
OG0001885	g1443.t1	
OG0001886	g1444.t1	
OG0001887	g1445.t1	
OG0001888	g1448.t1	
OG0001889	g1452.t1	
OG0001890	g1453.t1	
OG0001891	g1456.t1	
OG0001892	g1457.t1	
OG0001893	g1460.t1	
OG0001894	g1461.t1	
OG0001895	g1473.t1	
OG0001896	g1483.t1	
OG0001897	g1484.t1	
OG0001898	g1485.t1	
OG0001899	g1486.t1	
OG0001900	g1487.t1	
OG0001901	g1488.t1	
OG0001902	g1494.t1	
OG0001903	g1495.t1	
OG0001904	g1508.t1	
OG0001905	g1509.t1	
OG0001906	g1513.t1	
OG0001907	g1518.t1	
OG0001908	g1519.t1	
OG0001909	g1520.t1	
OG0001910	g1524.t1	
OG0001911	g1525.t1	
OG0001912	g1526.t1	
OG0001913	g1528.t1	
OG0001914	g1529.t1	
OG0001915	g1531.t1	
OG0001916	g1532.t1	
OG0001917	g1533.t1	
OG0001918	g1534.t1	
OG0001919	g1536.t1	
OG0001920	g1538.t1	
OG0001921	g1541.t1	
OG0001922	g1542.t1	
OG0001923	g1543.t1	
OG0001924	g1546.t1	
OG0001925	g1561.t1	
OG0001926	g1562.t1	
OG0001927	g1563.t1	
OG0001928	g1565.t1	
OG0001929	g1566.t1	
OG0001930	g1567.t1	
OG0001931	g1569.t1	
OG0001932	g1571.t1	
OG0001933	g1573.t1	
OG0001934	g1574.t1	
OG0001935	g1575.t1	
OG0001936	g1576.t1	
OG0001937	g1577.t1	
OG0001938	g1580.t1	
OG0001939	g1581.t1	
OG0001940	g1583.t1	
OG0001941	g1585.t1	
OG0001942	g1586.t1	
OG0001943	g1588.t1	
OG0001944	g1589.t1	
OG0001945	g1591.t1	
OG0001946	g1593.t1	
OG0001947	g1594.t1	
OG0001948	g1595.t1	
OG0001949	g1596.t1	
OG0001950	g1597.t1	
OG0001951	g1598.t1	
OG0001952	g1601.t1	
OG0001953	g1602.t1	
OG0001954	g1604.t1	
OG0001955	g1607.t1	
OG0001956	g1610.t1	
OG0001957	g1611.t1	
OG0001958	g1612.t1	
OG0001959	g1614.t1	
OG0001960	g1615.t1	
OG0001961	g1616.t1	
OG0001962	g1617.t1	
OG0001963	g1618.t1	
OG0001964	g1619.t1	
OG0001965	g1620.t1	
OG0001966	g1621.t1	
OG0001967	g1623.t1	
OG0001968	g1624.t1	
OG0001969	g1627.t1	
OG0001970	g1628.t1	
OG0001971	g1629.t1	
OG0001972	g1631.t1	
OG0001973	g1633.t1	
OG0001974	g1634.t1	
OG0001975	g1635.t1	
OG0001976	g1638.t1	
OG0001977	g1639.t1	
OG0001978	g1640.t1	
OG0001979	g1642.t1	
OG0001980	g1643.t1	
OG0001981	g1644.t1	
OG0001982	g1645.t1	
OG0001983	g1646.t1	
OG0001984	g1647.t1	
OG0001985	g1651.t1	
OG0001986	g1653.t1	
OG0001987	g1654.t1	
OG0001988	g1655.t1	
OG0001989	g1656.t1	
OG0001990	g1657.t1	
OG0001991	g1658.t1	
OG0001992	g1659.t1	
OG0001993	g1660.t1	
OG0001994	g1661.t1	
OG0001995	g1662.t1	
OG0001996	g1663.t1	
OG0001997	g1664.t1	
OG0001998	g1665.t1	
OG0001999	g1668.t1	
OG0002000	g1669.t1	
OG0002001	g1670.t1	
OG0002002	g1671.t1	
OG0002003	g1676.t1	
OG0002004	g1677.t1	
OG0002005	g1679.t1	
OG0002006	g1681.t1	
OG0002007	g1682.t1	
OG0002008	g1684.t1	
OG0002009	g1685.t1	
OG0002010	g1686.t1	
OG0002011	g1687.t1	
OG0002012	g1688.t1	
OG0002013	g1689.t1	
OG0002014	g1690.t1	
OG0002015	g1693.t1	
OG0002016	g1695.t1	
OG0002017	g1696.t1	
OG0002018	g1697.t1	
OG0002019	g1698.t1	
OG0002020	g1702.t1	
OG0002021	g1705.t1	
OG0002022	g1706.t1	
OG0002023	g1707.t1	
OG0002024	g1708.t1	
OG0002025	g1709.t1	
OG0002026	g1710.t1	
OG0002027	g1711.t1	
OG0002028	g1712.t1	
OG0002029	g1713.t1	
OG0002030	g1714.t1	
OG0002031	g1715.t1	
OG0002032	g1716.t1	
OG0002033	g1717.t1	
OG0002034	g1720.t1	
OG0002035	g1721.t1	
OG0002036	g1727.t1	
OG0002037	g1729.t1	
OG0002038	g1730.t1	
OG0002039	g1731.t1	
OG0002040	g1732.t1	
OG0002041	g1734.t1	
OG0002042	g1736.t1	
OG0002043	g1737.t1	
OG0002044	g1738.t1	
OG0002045	g1741.t1	
OG0002046	g1742.t1	
OG0002047	g1744.t1	
OG0002048	g1745.t1	
OG0002049	g1747.t1	
OG0002050	g1748.t1	
OG0002051	g1749.t1	
OG0002052	g1750.t1	
OG0002053	g1751.t1	
OG0002054	g1752.t1	
OG0002055	g1755.t1	
OG0002056	g1757.t1	
OG0002057	g1758.t1	
OG0002058	g1761.t1	
OG0002059	g1762.t1	
OG0002060	g1763.t1	
OG0002061	g1764.t1	
OG0002062	g1765.t1	
OG0002063	g1766.t1	
OG0002064	g1768.t1	
OG0002065	g1770.t1	
OG0002066	g1772.t1	
OG0002067	g1773.t1	
OG0002068	g1775.t1	
OG0002069	g1778.t1	
OG0002070	g1779.t1	
OG0002071	g1780.t1	
OG0002072	g1785.t1	
OG0002073	g1786.t1	
OG0002074	g1788.t1	
OG0002075	g1789.t1	
OG0002076	g1793.t1	
OG0002077	g1794.t1	
OG0002078	g1796.t1	
OG0002079	g1798.t1	
OG0002080	g1799.t1	
OG0002081	g1800.t1	
OG0002082	g1801.t1	
OG0002083	g1802.t1	
OG0002084	g1803.t1	
OG0002085	g1804.t1	
OG0002086	g1805.t1	
OG0002087	g1806.t1	
OG0002088	g1807.t1	
OG0002089	g1809.t1	
OG0002090	g1810.t1	
OG0002091	g1811.t1	
OG0002092	g1813.t1	
OG0002093	g1815.t1	
OG0002094	g1819.t1	
OG0002095	g1820.t1	
OG0002096	g1825.t1	
OG0002097	g1826.t1	
OG0002098	g1827.t1	
OG0002099	g1828.t1	
OG0002100	g1831.t1	
OG0002101	g1832.t1	
OG0002102	g1833.t1	
OG0002103	g1834.t1	
OG0002104	g1835.t1	
OG0002105	g1838.t1	
OG0002106	g1840.t1	
OG0002107	g1842.t1	
OG0002108	g1844.t1	
OG0002109	g1845.t1	
OG0002110	g1846.t1	
OG0002111	g1850.t1	
OG0002112	g1851.t1	
OG0002113	g1852.t1	
OG0002114	g1853.t1	
OG0002115	g1854.t1	
OG0002116	g1855.t1	
OG0002117	g1856.t1	
OG0002118	g1858.t1	
OG0002119	g1860.t1	
OG0002120	g1861.t1	
OG0002121	g1862.t1	
OG0002122	g1863.t1	
OG0002123	g1875.t1	
OG0002124		g3.t1
OG0002125		g4.t1
OG0002126		g7.t1
OG0002127		g8.t1
OG0002128		g9.t1
OG0002129		g10.t1
OG0002130		g14.t1
OG0002131		g15.t1
OG0002132		g18.t1
OG0002133		g38.t1
OG0002134		g48.t1
OG0002135		g55.t1
OG0002136		g63.t1
OG0002137		g68.t1
OG0002138		g72.t1
OG0002139		g79.t1
OG0002140		g86.t1
OG0002141		g90.t1
OG0002142		g94.t1
OG0002143		g96.t1
OG0002144		g98.t1
OG0002145		g106.t1
OG0002146		g117.t1
OG0002147		g128.t1
OG0002148		g130.t1
OG0002149		g131.t1
OG0002150		g134.t1
OG0002151		g135.t1
OG0002152		g138.t1
OG0002153		g143.t1
OG0002154		g144.t1
OG0002155		g151.t1
OG0002156		g152.t1
OG0002157		g153.t1
OG0002158		g154.t1
OG0002159		g155.t1
OG0002160		g160.t1
OG0002161		g161.t1
OG0002162		g162.t1
OG0002163		g164.t1
OG0002164		g168.t1
OG0002165		g181.t1
OG0002166		g182.t1
OG0002167		g183.t1
OG0002168		g188.t1
OG0002169		g196.t1
OG0002170		g201.t1
OG0002171		g202.t1
OG0002172		g206.t1
OG0002173		g208.t1
OG0002174		g209.t1
OG0002175		g219.t1
OG0002176		g220.t1
OG0002177		g224.t1
OG0002178		g227.t1
OG0002179		g230.t1
OG0002180		g232.t1
OG0002181		g233.t1
OG0002182		g234.t1
OG0002183		g236.t1
OG0002184		g237.t1
OG0002185		g239.t1
OG0002186		g240.t1
OG0002187		g248.t1
OG0002188		g251.t1
OG0002189		g252.t1
OG0002190		g253.t1
OG0002191		g255.t1
OG0002192		g256.t1
OG0002193		g257.t1
OG0002194		g258.t1
OG0002195		g259.t1
OG0002196		g260.t1
OG0002197		g262.t1
OG0002198		g263.t1
OG0002199		g264.t1
OG0002200		g267.t1
OG0002201		g268.t1
OG0002202		g270.t1
