Orthogroup	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae
OG0000556	g256.t1	
OG0000557	g257.t1	
OG0000558	g262.t1	
OG0000559	g264.t1	
OG0000560	g265.t1	
OG0000561	g266.t1	
OG0000562	g267.t1	
OG0000563	g268.t1	
OG0000564	g274.t1	
OG0000565	g275.t1	
OG0000566	g292.t1	
OG0000567	g295.t1	
OG0000568	g298.t1	
OG0000569	g299.t1	
OG0000570	g306.t1	
OG0000571	g307.t1	
OG0000572	g308.t1	
OG0000573	g310.t1	
OG0000574	g312.t1	
OG0000575	g314.t1	
OG0000576	g315.t1	
OG0000577	g316.t1	
OG0000578	g317.t1	
OG0000579	g318.t1	
OG0000580	g321.t1	
OG0000581	g324.t1	
OG0000582	g327.t1	
OG0000583	g330.t1	
OG0000584	g331.t1	
OG0000585	g335.t1	
OG0000586	g337.t1	
OG0000587	g338.t1	
OG0000588	g341.t1	
OG0000589	g345.t1	
OG0000590	g346.t1	
OG0000591	g348.t1	
OG0000592	g353.t1	
OG0000593	g354.t1	
OG0000594	g355.t1	
OG0000595	g356.t1	
OG0000596	g357.t1	
OG0000597	g358.t1	
OG0000598	g360.t1	
OG0000599	g362.t1	
OG0000600	g363.t1	
OG0000601	g364.t1	
OG0000602	g366.t1	
OG0000603	g370.t1	
OG0000604	g371.t1	
OG0000605	g372.t1	
OG0000606	g375.t1	
OG0000607	g377.t1	
OG0000608	g378.t1	
OG0000609	g379.t1	
OG0000610	g385.t1	
OG0000611	g386.t1	
OG0000612	g390.t1	
OG0000613	g391.t1	
OG0000614	g393.t1	
OG0000615	g396.t1	
OG0000616	g403.t1	
OG0000617	g404.t1	
OG0000618	g406.t1	
OG0000619	g407.t1	
OG0000620	g408.t1	
OG0000621	g409.t1	
OG0000622	g410.t1	
OG0000623	g411.t1	
OG0000624	g412.t1	
OG0000625	g413.t1	
OG0000626	g415.t1	
OG0000627	g416.t1	
OG0000628	g417.t1	
OG0000629	g418.t1	
OG0000630	g419.t1	
OG0000631	g421.t1	
OG0000632	g422.t1	
OG0000633	g423.t1	
OG0000634	g424.t1	
OG0000635	g425.t1	
OG0000636	g426.t1	
OG0000637	g427.t1	
OG0000638	g428.t1	
OG0000639	g429.t1	
OG0000640	g431.t1	
OG0000641	g432.t1	
OG0000642	g436.t1	
OG0000643	g438.t1	
OG0000644	g439.t1	
OG0000645	g441.t1	
OG0000646	g443.t1	
OG0000647	g444.t1	
OG0000648	g449.t1	
OG0000649	g450.t1	
OG0000650	g454.t1	
OG0000651	g455.t1	
OG0000652	g456.t1	
OG0000653	g458.t1	
OG0000654	g466.t1	
OG0000655	g468.t1	
OG0000656	g470.t1	
OG0000657	g471.t1	
OG0000658	g472.t1	
OG0000659	g473.t1	
OG0000660	g474.t1	
OG0000661	g475.t1	
OG0000662	g476.t1	
OG0000663	g477.t1	
OG0000664	g480.t1	
OG0000665	g482.t1	
OG0000666	g488.t1	
OG0000667	g489.t1	
OG0000668	g491.t1	
OG0000669	g493.t1	
OG0000670	g494.t1	
OG0000671	g495.t1	
OG0000672	g496.t1	
OG0000673	g504.t1	
OG0000674	g505.t1	
OG0000675	g506.t1	
OG0000676	g508.t1	
OG0000677	g509.t1	
OG0000678	g510.t1	
OG0000679	g514.t1	
OG0000680	g515.t1	
OG0000681	g524.t1	
OG0000682	g525.t1	
OG0000683	g527.t1	
OG0000684	g529.t1	
OG0000685	g532.t1	
OG0000686	g533.t1	
OG0000687	g535.t1	
OG0000688	g536.t1	
OG0000689	g539.t1	
OG0000690	g541.t1	
OG0000691	g545.t1	
OG0000692	g548.t1	
OG0000693	g551.t1	
OG0000694	g556.t1	
OG0000695	g561.t1	
OG0000696	g562.t1	
OG0000697	g567.t1	
OG0000698	g568.t1	
OG0000699	g570.t1	
OG0000700	g575.t1	
OG0000701	g576.t1	
OG0000702	g577.t1	
OG0000703	g579.t1	
OG0000704	g601.t1	
OG0000705	g604.t1	
OG0000706	g605.t1	
OG0000707	g606.t1	
OG0000708	g607.t1	
OG0000709	g610.t1	
OG0000710	g613.t1	
OG0000711	g615.t1	
OG0000712	g616.t1	
OG0000713	g625.t1	
OG0000714	g627.t1	
OG0000715	g632.t1	
OG0000716	g633.t1	
OG0000717	g634.t1	
OG0000718	g642.t1	
OG0000719	g643.t1	
OG0000720	g644.t1	
OG0000721	g645.t1	
OG0000722	g651.t1	
OG0000723	g652.t1	
OG0000724	g657.t1	
OG0000725	g658.t1	
OG0000726	g659.t1	
OG0000727	g660.t1	
OG0000728	g664.t1	
OG0000729	g668.t1	
OG0000730	g672.t1	
OG0000731	g673.t1	
OG0000732	g676.t1	
OG0000733	g679.t1	
OG0000734	g680.t1	
OG0000735	g682.t1	
OG0000736	g685.t1	
OG0000737	g686.t1	
OG0000738	g688.t1	
OG0000739	g689.t1	
OG0000740	g690.t1	
OG0000741	g691.t1	
OG0000742	g692.t1	
OG0000743	g693.t1	
OG0000744	g694.t1	
OG0000745	g695.t1	
OG0000746	g697.t1	
OG0000747	g698.t1	
OG0000748	g700.t1	
OG0000749	g702.t1	
OG0000750	g703.t1	
OG0000751	g704.t1	
OG0000752	g705.t1	
OG0000753	g706.t1	
OG0000754	g707.t1	
OG0000755	g710.t1	
OG0000756	g711.t1	
OG0000757	g712.t1	
OG0000758	g715.t1	
OG0000759	g717.t1	
OG0000760	g718.t1	
OG0000761	g720.t1	
OG0000762	g721.t1	
OG0000763	g724.t1	
OG0000764	g730.t1	
OG0000765	g731.t1	
OG0000766	g735.t1	
OG0000767	g743.t1	
OG0000768	g744.t1	
OG0000769	g750.t1	
OG0000770	g759.t1	
OG0000771	g760.t1	
OG0000772	g764.t1	
OG0000773	g767.t1	
OG0000774	g768.t1	
OG0000775	g769.t1	
OG0000776	g771.t1	
OG0000777	g773.t1	
OG0000778	g775.t1	
OG0000779	g776.t1	
OG0000780	g777.t1	
OG0000781	g779.t1	
OG0000782	g780.t1	
OG0000783	g788.t1	
OG0000784	g789.t1	
OG0000785	g790.t1	
OG0000786	g791.t1	
OG0000787	g792.t1	
OG0000788	g793.t1	
OG0000789	g795.t1	
OG0000790	g796.t1	
OG0000791	g797.t1	
OG0000792	g799.t1	
OG0000793	g800.t1	
OG0000794	g801.t1	
OG0000795	g802.t1	
OG0000796	g807.t1	
OG0000797	g813.t1	
OG0000798	g822.t1	
OG0000799	g826.t1	
OG0000800	g827.t1	
OG0000801	g828.t1	
OG0000802	g829.t1	
OG0000803	g836.t1	
OG0000804	g837.t1	
OG0000805	g839.t1	
OG0000806	g850.t1	
OG0000807	g851.t1	
OG0000808	g852.t1	
OG0000809	g858.t1	
OG0000810	g859.t1	
OG0000811	g863.t1	
OG0000812	g864.t1	
OG0000813	g865.t1	
OG0000814	g867.t1	
OG0000815	g870.t1	
OG0000816	g871.t1	
OG0000817	g872.t1	
OG0000818	g873.t1	
OG0000819	g875.t1	
OG0000820	g876.t1	
OG0000821	g886.t1	
OG0000822	g887.t1	
OG0000823	g888.t1	
OG0000824	g889.t1	
OG0000825	g894.t1	
OG0000826	g897.t1	
OG0000827	g900.t1	
OG0000828	g901.t1	
OG0000829	g905.t1	
OG0000830	g906.t1	
OG0000831	g907.t1	
OG0000832	g908.t1	
OG0000833	g913.t1	
OG0000834	g914.t1	
OG0000835	g926.t1	
OG0000836	g934.t1	
OG0000837	g935.t1	
OG0000838	g937.t1	
OG0000839	g938.t1	
OG0000840	g939.t1	
OG0000841	g941.t1	
OG0000842	g942.t1	
OG0000843	g944.t1	
OG0000844	g946.t1	
OG0000845	g947.t1	
OG0000846	g949.t1	
OG0000847	g950.t1	
OG0000848	g957.t1	
OG0000849	g963.t1	
OG0000850	g966.t1	
OG0000851	g972.t1	
OG0000852	g974.t1	
OG0000853	g975.t1	
OG0000854	g977.t1	
OG0000855	g978.t1	
OG0000856	g979.t1	
OG0000857	g982.t1	
OG0000858	g983.t1	
OG0000859	g984.t1	
OG0000860	g987.t1	
OG0000861	g988.t1	
OG0000862	g989.t1	
OG0000863	g990.t1	
OG0000864	g991.t1	
OG0000865	g992.t1	
OG0000866	g994.t1	
OG0000867	g996.t1	
OG0000868	g999.t1	
OG0000869	g1001.t1	
OG0000870	g1002.t1	
OG0000871	g1004.t1	
OG0000872	g1008.t1	
OG0000873	g1010.t1	
OG0000874	g1011.t1	
OG0000875	g1012.t1	
OG0000876	g1016.t1	
OG0000877	g1017.t1	
OG0000878	g1019.t1	
OG0000879	g1029.t1	
OG0000880	g1033.t1	
OG0000881	g1034.t1	
OG0000882	g1036.t1	
OG0000883	g1037.t1	
OG0000884	g1040.t1	
OG0000885	g1041.t1	
OG0000886	g1046.t1	
OG0000887	g1048.t1	
OG0000888	g1050.t1	
OG0000889	g1051.t1	
OG0000890	g1052.t1	
OG0000891	g1055.t1	
OG0000892	g1058.t1	
OG0000893	g1061.t1	
OG0000894	g1066.t1	
OG0000895	g1067.t1	
OG0000896	g1069.t1	
OG0000897	g1070.t1	
OG0000898	g1071.t1	
OG0000899	g1075.t1	
OG0000900	g1076.t1	
OG0000901	g1077.t1	
OG0000902	g1079.t1	
OG0000903	g1083.t1	
OG0000904	g1084.t1	
OG0000905	g1086.t1	
OG0000906	g1087.t1	
OG0000907	g1088.t1	
OG0000908	g1090.t1	
OG0000909	g1093.t1	
OG0000910	g1094.t1	
OG0000911	g1095.t1	
OG0000912	g1097.t1	
OG0000913	g1100.t1	
OG0000914	g1102.t1	
OG0000915	g1103.t1	
OG0000916	g1104.t1	
OG0000917	g1110.t1	
OG0000918	g1111.t1	
OG0000919	g1115.t1	
OG0000920	g1118.t1	
OG0000921	g1119.t1	
OG0000922	g1124.t1	
OG0000923	g1129.t1	
OG0000924	g1132.t1	
OG0000925	g1133.t1	
OG0000926	g1137.t1	
OG0000927	g1138.t1	
OG0000928	g1140.t1	
OG0000929	g1142.t1	
OG0000930	g1144.t1	
OG0000931	g1145.t1	
OG0000932	g1148.t1	
OG0000933	g1150.t1	
OG0000934	g1159.t1	
OG0000935	g1160.t1	
OG0000936	g1162.t1	
OG0000937	g1163.t1	
OG0000938	g1165.t1	
OG0000939	g1171.t1	
OG0000940	g1177.t1	
OG0000941	g1181.t1	
OG0000942	g1190.t1	
OG0000943	g1191.t1	
OG0000944	g1192.t1	
OG0000945	g1193.t1	
OG0000946	g1194.t1	
OG0000947	g1198.t1	
OG0000948	g1199.t1	
OG0000949	g1200.t1	
OG0000950	g1205.t1	
OG0000951	g1206.t1	
OG0000952	g1211.t1	
OG0000953	g1213.t1	
OG0000954	g1216.t1	
OG0000955	g1220.t1	
OG0000956	g1222.t1	
OG0000957	g1223.t1	
OG0000958	g1224.t1	
OG0000959	g1228.t1	
OG0000960	g1229.t1	
OG0000961	g1233.t1	
OG0000962	g1237.t1	
OG0000963	g1238.t1	
OG0000964	g1246.t1	
OG0000965	g1247.t1	
OG0000966	g1253.t1	
OG0000967	g1256.t1	
OG0000968	g1262.t1	
OG0000969	g1263.t1	
OG0000970	g1264.t1	
OG0000971	g1265.t1	
OG0000972	g1266.t1	
OG0000973	g1270.t1	
OG0000974	g1271.t1	
OG0000975	g1272.t1	
OG0000976	g1275.t1	
OG0000977	g1277.t1	
OG0000978	g1278.t1	
OG0000979	g1281.t1	
OG0000980	g1282.t1	
OG0000981	g1284.t1	
OG0000982	g1286.t1	
OG0000983	g1288.t1	
OG0000984	g1289.t1	
OG0000985	g1291.t1	
OG0000986	g1292.t1	
OG0000987	g1293.t1	
OG0000988	g1297.t1	
OG0000989	g1299.t1	
OG0000990	g1300.t1	
OG0000991	g1301.t1	
OG0000992	g1302.t1	
OG0000993	g1303.t1	
OG0000994	g1304.t1	
OG0000995	g1305.t1	
OG0000996	g1309.t1	
OG0000997	g1310.t1	
OG0000998	g1311.t1	
OG0000999	g1312.t1	
OG0001000	g1314.t1	
OG0001001	g1318.t1	
OG0001002	g1319.t1	
OG0001003	g1321.t1	
OG0001004	g1322.t1	
OG0001005	g1323.t1	
OG0001006	g1324.t1	
OG0001007	g1325.t1	
OG0001008	g1327.t1	
OG0001009	g1328.t1	
OG0001010	g1330.t1	
OG0001011	g1331.t1	
OG0001012	g1332.t1	
OG0001013	g1336.t1	
OG0001014	g1341.t1	
OG0001015	g1344.t1	
OG0001016	g1348.t1	
OG0001017	g1353.t1	
OG0001018	g1355.t1	
OG0001019	g1356.t1	
OG0001020	g1361.t1	
OG0001021	g1363.t1	
OG0001022	g1364.t1	
OG0001023	g1365.t1	
OG0001024	g1366.t1	
OG0001025	g1367.t1	
OG0001026	g1369.t1	
OG0001027	g1371.t1	
OG0001028	g1372.t1	
OG0001029	g1375.t1	
OG0001030	g1378.t1	
OG0001031	g1379.t1	
OG0001032	g1380.t1	
OG0001033	g1381.t1	
OG0001034	g1382.t1	
OG0001035	g1391.t1	
OG0001036	g1392.t1	
OG0001037	g1397.t1	
OG0001038	g1398.t1	
OG0001039	g1399.t1	
OG0001040	g1402.t1	
OG0001041	g1403.t1	
OG0001042	g1404.t1	
OG0001043	g1406.t1	
OG0001044	g1408.t1	
OG0001045	g1409.t1	
OG0001046	g1411.t1	
OG0001047	g1412.t1	
OG0001048	g1413.t1	
OG0001049	g1414.t1	
OG0001050	g1424.t1	
OG0001051	g1425.t1	
OG0001052	g1426.t1	
OG0001053	g1427.t1	
OG0001054	g1429.t1	
OG0001055	g1430.t1	
OG0001056	g1433.t1	
OG0001057	g1434.t1	
OG0001058	g1435.t1	
OG0001059	g1436.t1	
OG0001060	g1438.t1	
OG0001061	g1439.t1	
OG0001062	g1441.t1	
OG0001063	g1445.t1	
OG0001064	g1446.t1	
OG0001065	g1447.t1	
OG0001066	g1450.t1	
OG0001067	g1455.t1	
OG0001068	g1464.t1	
OG0001069	g1467.t1	
OG0001070	g1472.t1	
OG0001071	g1476.t1	
OG0001072	g1477.t1	
OG0001073	g1478.t1	
OG0001074	g1479.t1	
OG0001075	g1480.t1	
OG0001076	g1482.t1	
OG0001077	g1486.t1	
OG0001078	g1488.t1	
OG0001079	g1491.t1	
OG0001080	g1492.t1	
OG0001081	g1493.t1	
OG0001082	g1494.t1	
OG0001083	g1495.t1	
OG0001084	g1497.t1	
OG0001085	g1499.t1	
OG0001086	g1500.t1	
OG0001087	g1501.t1	
OG0001088	g1502.t1	
OG0001089	g1507.t1	
OG0001090	g1516.t1	
OG0001091	g1522.t1	
OG0001092	g1525.t1	
OG0001093	g1528.t1	
OG0001094	g1529.t1	
OG0001095	g1531.t1	
OG0001096	g1541.t1	
OG0001097	g1544.t1	
OG0001098	g1545.t1	
OG0001099	g1557.t1	
OG0001100	g1560.t1	
OG0001101	g1561.t1	
OG0001102	g1562.t1	
OG0001103	g1566.t1	
OG0001104	g1567.t1	
OG0001105	g1568.t1	
OG0001106	g1569.t1	
OG0001107	g1570.t1	
OG0001108	g1571.t1	
OG0001109	g1572.t1	
OG0001110	g1574.t1	
OG0001111	g1575.t1	
OG0001112	g1576.t1	
OG0001113	g1577.t1	
OG0001114	g1578.t1	
OG0001115	g1580.t1	
OG0001116	g1583.t1	
OG0001117	g1585.t1	
OG0001118	g1590.t1	
OG0001119	g1591.t1	
OG0001120	g1594.t1	
OG0001121	g1595.t1	
OG0001122	g1597.t1	
OG0001123	g1598.t1	
OG0001124	g1599.t1	
OG0001125	g1600.t1	
OG0001126	g1601.t1	
OG0001127	g1603.t1	
OG0001128	g1606.t1	
OG0001129	g1607.t1	
OG0001130	g1608.t1	
OG0001131	g1612.t1	
OG0001132	g1615.t1	
OG0001133	g1616.t1	
OG0001134	g1619.t1	
OG0001135	g1624.t1	
OG0001136	g1626.t1	
OG0001137	g1627.t1	
OG0001138	g1628.t1	
OG0001139	g1634.t1	
OG0001140	g1635.t1	
OG0001141	g1637.t1	
OG0001142	g1638.t1	
OG0001143	g1639.t1	
OG0001144	g1642.t1	
OG0001145	g1643.t1	
OG0001146	g1655.t1	
OG0001147	g1656.t1	
OG0001148	g1660.t1	
OG0001149	g1662.t1	
OG0001150	g1664.t1	
OG0001151	g1666.t1	
OG0001152	g1669.t1	
OG0001153	g1671.t1	
OG0001154	g1672.t1	
OG0001155	g1674.t1	
OG0001156	g1676.t1	
OG0001157	g1677.t1	
OG0001158	g1678.t1	
OG0001159	g1679.t1	
OG0001160	g1680.t1	
OG0001161	g1681.t1	
OG0001162	g1682.t1	
OG0001163	g1683.t1	
OG0001164	g1692.t1	
OG0001165	g1693.t1	
OG0001166	g1694.t1	
OG0001167	g1695.t1	
OG0001168	g1699.t1	
OG0001169	g1700.t1	
OG0001170	g1701.t1	
OG0001171	g1704.t1	
OG0001172	g1705.t1	
OG0001173	g1707.t1	
OG0001174	g1716.t1	
OG0001175	g1717.t1	
OG0001176	g1718.t1	
OG0001177	g1724.t1	
OG0001178	g1726.t1	
OG0001179	g1727.t1	
OG0001180	g1730.t1	
OG0001181	g1731.t1	
OG0001182	g1735.t1	
OG0001183	g1742.t1	
OG0001184	g1743.t1	
OG0001185	g1748.t1	
OG0001186	g1750.t1	
OG0001187	g1751.t1	
OG0001188	g1755.t1	
OG0001189	g1758.t1	
OG0001190	g1759.t1	
OG0001191	g1760.t1	
OG0001192	g1761.t1	
OG0001193	g1778.t1	
OG0001194	g1780.t1	
OG0001195	g1790.t1	
OG0001196	g1792.t1	
OG0001197	g1794.t1	
OG0001198	g1795.t1	
OG0001199	g1804.t1	
OG0001200	g1806.t1	
OG0001201	g1808.t1	
OG0001202	g1809.t1	
OG0001203	g1810.t1	
OG0001204	g1811.t1	
OG0001205	g1812.t1	
OG0001206	g1816.t1	
OG0001207	g1817.t1	
OG0001208	g1819.t1	
OG0001209	g1825.t1	
OG0001210	g1826.t1	
OG0001211	g1827.t1	
OG0001212	g1828.t1	
OG0001213	g1829.t1	
OG0001214	g1830.t1	
OG0001215	g1831.t1	
OG0001216	g1832.t1	
OG0001217	g1833.t1	
OG0001218	g1840.t1	
OG0001219	g1841.t1	
OG0001220	g1844.t1	
OG0001221	g1853.t1	
OG0001222	g1854.t1	
OG0001223	g1856.t1	
OG0001224	g1859.t1	
OG0001225	g1861.t1	
OG0001226	g1865.t1	
OG0001227	g1867.t1	
OG0001228	g1868.t1	
OG0001229	g1870.t1	
OG0001230	g1871.t1	
OG0001231	g1872.t1	
OG0001232	g1873.t1	
OG0001233	g1875.t1	
OG0001234	g1877.t1	
OG0001235	g1878.t1	
OG0001236	g1879.t1	
OG0001237	g1881.t1	
OG0001238	g1883.t1	
OG0001239	g1885.t1	
OG0001240	g1887.t1	
OG0001241	g1888.t1	
OG0001242	g1889.t1	
OG0001243	g1894.t1	
OG0001244	g1899.t1	
OG0001245	g1901.t1	
OG0001246	g1904.t1	
OG0001247	g1906.t1	
OG0001248	g1907.t1	
OG0001249	g1910.t1	
OG0001250	g1923.t1	
OG0001251	g1924.t1	
OG0001252	g1925.t1	
OG0001253	g1929.t1	
OG0001254	g1930.t1	
OG0001255	g1931.t1	
OG0001256	g1933.t1	
OG0001257	g1934.t1	
OG0001258	g1935.t1	
OG0001259	g1936.t1	
OG0001260	g1937.t1	
OG0001261	g1949.t1	
OG0001262	g1950.t1	
OG0001263	g1951.t1	
OG0001264	g1958.t1	
OG0001265	g1963.t1	
OG0001266	g1970.t1	
OG0001267	g1973.t1	
OG0001268	g1975.t1	
OG0001269	g1978.t1	
OG0001270	g1979.t1	
OG0001271	g1986.t1	
OG0001272	g1987.t1	
OG0001273	g1991.t1	
OG0001274	g1994.t1	
OG0001275	g1995.t1	
OG0001276	g1998.t1	
OG0001277	g2000.t1	
OG0001278	g2004.t1	
OG0001279	g2008.t1	
OG0001280	g2010.t1	
OG0001281	g2011.t1	
OG0001282	g2012.t1	
OG0001283	g2018.t1	
OG0001284	g2019.t1	
OG0001285	g2021.t1	
OG0001286	g2024.t1	
OG0001287	g2025.t1	
OG0001288	g2028.t1	
OG0001289	g2031.t1	
OG0001290	g2032.t1	
OG0001291	g2033.t1	
OG0001292	g2034.t1	
OG0001293	g2036.t1	
OG0001294	g2039.t1	
OG0001295	g2041.t1	
OG0001296	g2043.t1	
OG0001297	g2045.t1	
OG0001298	g2046.t1	
OG0001299	g2049.t1	
OG0001300	g2051.t1	
OG0001301	g2052.t1	
OG0001302	g2053.t1	
OG0001303	g2054.t1	
OG0001304	g2056.t1	
OG0001305	g2057.t1	
OG0001306	g2061.t1	
OG0001307	g2062.t1	
OG0001308	g2063.t1	
OG0001309	g2064.t1	
OG0001310	g2065.t1	
OG0001311	g2066.t1	
OG0001312	g2069.t1	
OG0001313	g2071.t1	
OG0001314	g2072.t1	
OG0001315	g2074.t1	
OG0001316	g2079.t1	
OG0001317	g2080.t1	
OG0001318	g2081.t1	
OG0001319	g2083.t1	
OG0001320	g2084.t1	
OG0001321	g2087.t1	
OG0001322	g2090.t1	
OG0001323	g2091.t1	
OG0001324	g2092.t1	
OG0001325	g2096.t1	
OG0001326	g2102.t1	
OG0001327	g2103.t1	
OG0001328	g2104.t1	
OG0001329	g2106.t1	
OG0001330	g2107.t1	
OG0001331	g2108.t1	
OG0001332	g2109.t1	
OG0001333	g2110.t1	
OG0001334	g2112.t1	
OG0001335	g2113.t1	
OG0001336	g2115.t1	
OG0001337	g2117.t1	
OG0001338	g2118.t1	
OG0001339	g2119.t1	
OG0001340	g2120.t1	
OG0001341	g2121.t1	
OG0001342	g2122.t1	
OG0001343	g2124.t1	
OG0001344	g2131.t1	
OG0001345	g2135.t1	
OG0001346	g2136.t1	
OG0001347	g2137.t1	
OG0001348	g2140.t1	
OG0001349	g2141.t1	
OG0001350	g2142.t1	
OG0001351	g2143.t1	
OG0001352	g2144.t1	
OG0001353	g2147.t1	
OG0001354	g2150.t1	
OG0001355	g2151.t1	
OG0001356	g2152.t1	
OG0001357	g2155.t1	
OG0001358	g2156.t1	
OG0001359	g2160.t1	
OG0001360	g2162.t1	
OG0001361	g2164.t1	
OG0001362	g2165.t1	
OG0001363	g2166.t1	
OG0001364	g2167.t1	
OG0001365	g2168.t1	
OG0001366	g2169.t1	
OG0001367	g2170.t1	
OG0001368	g2172.t1	
OG0001369	g2173.t1	
OG0001370	g2174.t1	
OG0001371	g2175.t1	
OG0001372	g2176.t1	
OG0001373	g2177.t1	
OG0001374	g2178.t1	
OG0001375	g2179.t1	
OG0001376	g2180.t1	
OG0001377	g2181.t1	
OG0001378	g2182.t1	
OG0001379	g2183.t1	
OG0001380	g2184.t1	
OG0001381	g2186.t1	
OG0001382	g2189.t1	
OG0001383	g2190.t1	
OG0001384	g2191.t1	
OG0001385	g2192.t1	
OG0001386	g2193.t1	
OG0001387	g2195.t1	
OG0001388	g2199.t1	
OG0001389	g2200.t1	
OG0001390	g2201.t1	
OG0001391	g2203.t1	
OG0001392	g2204.t1	
OG0001393	g2206.t1	
OG0001394	g2207.t1	
OG0001395	g2208.t1	
OG0001396	g2209.t1	
OG0001397	g2212.t1	
OG0001398	g2213.t1	
OG0001399	g2214.t1	
OG0001400	g2224.t1	
OG0001401	g2226.t1	
OG0001402	g2227.t1	
OG0001403	g2228.t1	
OG0001404	g2229.t1	
OG0001405	g2234.t1	
OG0001406	g2235.t1	
OG0001407	g2238.t1	
OG0001408	g2242.t1	
OG0001409	g2243.t1	
OG0001410	g2244.t1	
OG0001411	g2245.t1	
OG0001412	g2247.t1	
OG0001413	g2253.t1	
OG0001414	g2257.t1	
OG0001415	g2258.t1	
OG0001416	g2259.t1	
OG0001417	g2261.t1	
OG0001418	g2262.t1	
OG0001419	g2264.t1	
OG0001420	g2266.t1	
OG0001421	g2268.t1	
OG0001422	g2273.t1	
OG0001423	g2274.t1	
OG0001424	g2275.t1	
OG0001425	g2277.t1	
OG0001426	g2280.t1	
OG0001427	g2281.t1	
OG0001428	g2282.t1	
OG0001429	g2284.t1	
OG0001430	g2285.t1	
OG0001431	g2289.t1	
OG0001432	g2293.t1	
OG0001433	g2295.t1	
OG0001434	g2297.t1	
OG0001435	g2300.t1	
OG0001436	g2301.t1	
OG0001437	g2304.t1	
OG0001438	g2305.t1	
OG0001439	g2306.t1	
OG0001440	g2311.t1	
OG0001441	g2312.t1	
OG0001442	g2313.t1	
OG0001443	g2314.t1	
OG0001444	g2317.t1	
OG0001445	g2326.t1	
OG0001446	g2328.t1	
OG0001447	g2329.t1	
OG0001448	g2331.t1	
OG0001449	g2334.t1	
OG0001450	g2336.t1	
OG0001451	g2340.t1	
OG0001452	g2342.t1	
OG0001453	g2343.t1	
OG0001454	g2345.t1	
OG0001455	g2346.t1	
OG0001456	g2355.t1	
OG0001457	g2356.t1	
OG0001458	g2357.t1	
OG0001459	g2364.t1	
OG0001460	g2365.t1	
OG0001461	g2371.t1	
OG0001462	g2372.t1	
OG0001463	g2375.t1	
OG0001464	g2381.t1	
OG0001465	g2382.t1	
OG0001466	g2383.t1	
OG0001467	g2384.t1	
OG0001468	g2385.t1	
OG0001469	g2386.t1	
OG0001470	g2387.t1	
OG0001471	g2389.t1	
OG0001472	g2390.t1	
OG0001473	g2391.t1	
